,Kennziffer,Raumeinheit,Aggregated,Neubauwohnungen je Einwohner_1996,Neubauwohnungen je Einwohner_1997,Neubauwohnungen je Einwohner_1998,Neubauwohnungen je Einwohner_1999,Neubauwohnungen je Einwohner_2000,Neubauwohnungen je Einwohner_2001,Neubauwohnungen je Einwohner_2002,Neubauwohnungen je Einwohner_2003,Neubauwohnungen je Einwohner_2004,Neubauwohnungen je Einwohner_2005,Neubauwohnungen je Einwohner_2006,Neubauwohnungen je Einwohner_2007,Neubauwohnungen je Einwohner_2008,Neubauwohnungen je Einwohner_2009,Neubauwohnungen je Einwohner_2010,Neubauwohnungen je Einwohner_2011,Neubauwohnungen je Einwohner_2012,Neubauwohnungen je Einwohner_2013,Neubauwohnungen je Einwohner_2014,Neubauwohnungen je Einwohner_2015,Neubauwohnungen je Einwohner_2016,Neubauwohnungen je Einwohner_2017,Neubauwohnungen je Einwohner_2018,Neubauwohnungen je Einwohner_2019,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2000,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2001,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2015,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2016,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2017,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2018,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2019,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2016,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2019,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2019,Nahversorgung Haltestellen des ÖV Durchschnittsdistanz_2018,Nahversorgung Haltestellen des ÖV Anteil der Bev. 1km Radius_2018,Pkw-Dichte_1995,Pkw-Dichte_1996,Pkw-Dichte_1997,Pkw-Dichte_1998,Pkw-Dichte_1999,Pkw-Dichte_2000,Pkw-Dichte_2001,Pkw-Dichte_2002,Pkw-Dichte_2003,Pkw-Dichte_2004,Pkw-Dichte_2005,Pkw-Dichte_2006,Pkw-Dichte_2007,Pkw-Dichte_2008,Pkw-Dichte_2009,Pkw-Dichte_2010,Pkw-Dichte_2011,Pkw-Dichte_2012,Pkw-Dichte_2013,Pkw-Dichte_2014,Pkw-Dichte_2015,Pkw-Dichte_2016,Pkw-Dichte_2017,Pkw-Dichte_2018,Pkw-Dichte_2019,Ländlichkeit_2019,Einwohnerdichte_1996,Einwohnerdichte_2000,Einwohnerdichte_2004,Einwohnerdichte_2008,Einwohnerdichte_2009,Einwohnerdichte_2010,Einwohnerdichte_2011,Einwohnerdichte_2012,Einwohnerdichte_2013,Einwohnerdichte_2014,Einwohnerdichte_2015,Einwohnerdichte_2016,Einwohnerdichte_2017,Einwohnerdichte_2018,Einwohnerdichte_2019,Siedlungs- und Verkehrsfläche_2016,Siedlungs- und Verkehrsfläche_2017,Siedlungs- und Verkehrsfläche_2018,Siedlungs- und Verkehrsfläche_2019,Bevölkerung gesamt_1995,Bevölkerung gesamt_1996,Bevölkerung gesamt_1997,Bevölkerung gesamt_1998,Bevölkerung gesamt_1999,Bevölkerung gesamt_2000,Bevölkerung gesamt_2001,Bevölkerung gesamt_2002,Bevölkerung gesamt_2003,Bevölkerung gesamt_2004,Bevölkerung gesamt_2005,Bevölkerung gesamt_2006,Bevölkerung gesamt_2007,Bevölkerung gesamt_2008,Bevölkerung gesamt_2009,Bevölkerung gesamt_2010,Bevölkerung gesamt_2011,Bevölkerung gesamt_2012,Bevölkerung gesamt_2013,Bevölkerung gesamt_2014,Bevölkerung gesamt_2015,Bevölkerung gesamt_2016,Bevölkerung gesamt_2017,Bevölkerung gesamt_2018,Bevölkerung gesamt_2019,Bodenfläche gesamt_1996,Bodenfläche gesamt_2000,Bodenfläche gesamt_2004,Bodenfläche gesamt_2008,Bodenfläche gesamt_2009,Bodenfläche gesamt_2010,Bodenfläche gesamt_2011,Bodenfläche gesamt_2012,Bodenfläche gesamt_2013,Bodenfläche gesamt_2014,Bodenfläche gesamt_2015,Bodenfläche gesamt_2016,Bodenfläche gesamt_2017,Bodenfläche gesamt_2018,Bodenfläche gesamt_2019,neubauwohnungen_2018,neubauwohnungen_erneuerbareheiz_2018,neubauwohngebäude_erneuerbareheiz_2018,neubauwohnungen_2019,neubauwohnungen_erneuerbareheiz_2019,neubauwohngebäude_erneuerbareheiz_2019
10,1058,Rendsburg-Eckernförde,Landkreis,"7,83","8,81","6,92","7,10","6,00","4,09","3,26","3,18","2,96","2,43","3,09","2,57","2,10","2,00","1,36","1,95","2,53","1,92","5,19","3,18","2,45","3,51",3.82,4.27,"4,61","3,50","1,79","1,66","1,80","1,87","2,29","18,22","25,35",0.2871,0.2887,"18,60",0.177,0.308,"750,00","79,00","514,15","520,51","526,71","528,97","534,88","541,50","559,12","571,60","575,12","580,32","588,28","602,33","608,68","538,95","543,16","553,10","563,71","573,48","579,36","584,22","588,54","595,93","605,67","617,64","623,16","59,58","119,28","123,59","124,95","124,14","123,79","123,40","122,97","122,61","122,62","122,71","123,51","124,37","124,68","124,57","125,17","11,10","11,16","11,21","11,25",258.040,260.723,263.636,265.739,268.220,270.110,271.643,272.681,273.133,273.130,273.039,272.591,272.488,271.393,270.626,269.778,268.846,268.058,268.075,268.628,270.378,272.337,273.022,272775,274098,2.186,2.185,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.189,2.189,2.19,2.19,2.19,2.19,1042000.5,184434.08849999998,299158.34355000005,1170398.46,360482.72568,337894.035402
11,1059,Schleswig-Flensburg,Landkreis,"8,17","8,45","7,78","7,17","5,19","5,10","3,77","3,67","3,88","2,43","3,14","2,92","2,49","2,27","2,23","2,91","3,47","4,08","4,76","4,72","5,91","6,15",5.79,6.67,"4,01","4,43","3,30","4,26","4,14","3,62","4,29","26,23","33,08",0.32439999999999997,0.3533,"29,99",0.2551,0.35369999999999996,"788,00","77,00","513,43","517,77","520,88","525,47","531,07","536,28","554,34","558,96","561,34","569,28","580,10","599,22","606,32","533,81","538,92","549,86","565,82","575,87","580,27","584,83","590,41","595,82","604,03","616,56","625,05","74,29","92,04","95,46","96,54","95,91","95,80","95,55","94,49","94,10","94,21","94,43","95,03","95,92","96,32","96,57","97,12","10,87","10,91","10,96","11,01",188.129,190.659,192.895,194.568,196.416,197.754,198.390,199.227,199.608,199.999,199.671,199.264,199.101,198.649,198.426,197.903,195.721,194.911,195.135,195.593,196.839,198.685,199.503,200025,201156,2.072,2.072,2.072,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,1158144.75,295442.72572499997,375702.15689999994,1341710.52,474563.01092399994,474026.32671600004
12,1060,Segeberg,Landkreis,"7,05","8,94","7,60","10,02","7,30","4,00","7,92","4,98","7,14","4,63","4,29","2,98","2,76","2,27","3,01","3,24","3,42","3,34","3,33","4,08","7,21","4,34",4.59,6.57,"3,97","2,81","2,35","2,73","2,38","1,92","2,54","15,45","25,33",0.2473,0.20420000000000002,"18,89",0.1654,0.1782,"460,00","91,00","571,13","574,56","575,82","576,06","578,77","586,25","603,91","622,79","609,68","606,40","606,78","617,32","619,94","550,99","550,87","554,77","559,33","567,01","572,70","578,40","576,36","577,23","584,08","588,02","595,41","31,35","178,31","186,05","190,55","191,86","192,02","192,80","194,24","194,87","195,78","197,09","198,97","202,48","203,82","205,31","206,16","13,52","13,56","13,63","13,70",237.083,239.705,242.253,244.781,247.611,250.112,252.758,254.165,255.631,256.166,257.002,257.749,258.336,257.945,258.150,259.200,261.141,261.988,263.202,264.972,267.503,272.235,274.025,276032,277175,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1266986.88,209559.62995199996,313325.85542399995,1821039.75,324509.28345,371856.31695000007
13,1061,Steinburg,Landkreis,"6,28","7,04","7,85","6,55","5,55","5,54","3,59","2,89","3,09","2,04","2,52","1,82","1,36","1,35","1,05","1,40","1,76","1,85","1,66","1,54","3,10","2,87",2.59,2.68,"3,85","3,70","1,09","2,06","1,89","1,50","1,63","15,38","32,53",0.2944,0.25239999999999996,"28,80",0.3542,0.2613,"1.030,00","77,00","515,79","518,11","521,64","524,67","523,38","529,06","542,60","546,97","550,07","557,97","563,17","575,64","586,16","518,15","521,08","530,49","547,87","557,24","565,13","570,37","571,82","578,78","590,63","602,75","613,78","64,11","126,80","128,76","129,71","126,96","126,28","125,83","123,60","123,22","123,11","123,30","124,47","124,92","124,67","124,42","124,10","11,15","11,19","11,25","11,22",133.184,133.974,134.998,135.161,135.798,136.027,136.548,136.913,136.996,136.978,136.470,135.834,134.664,134.090,133.370,132.897,130.543,130.135,130.017,130.218,131.457,131.875,131.613,131347,131013,1.057,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,340188.73,120494.848166,100151.562112,351114.84,91746.307692,88621.38561599999
14,1062,Stormarn,Landkreis,"8,40","8,50","7,35","6,94","5,68","6,65","4,59","4,49","6,13","4,10","6,18","4,21","3,77","2,89","3,26","4,45","4,44","4,30","2,97","3,96","5,67","4,06",3.61,3.48,"3,51","4,41","1,92","3,31","2,12","1,88","1,33","23,41","31,62",0.34619999999999995,0.31670000000000004,"22,60",0.2818,0.2329,"289,00","98,00","554,91","559,84","567,40","572,26","577,66","584,34","593,48","599,22","603,60","604,39","605,81","613,99","616,75","557,29","558,99","565,60","571,73","578,89","582,06","581,76","584,79","591,42","603,31","607,54","614,58","15,28","275,77","283,95","291,93","296,58","297,97","299,83","301,94","303,95","306,25","308,90","312,69","315,59","316,46","317,40","318,67","17,49","17,73","17,99","18,07",208.861,211.323,213.104,214.477,215.903,217.582,219.988,221.264,221.974,223.694,224.583,225.232,226.252,227.260,228.327,229.756,231.376,232.911,234.674,236.705,239.614,241.811,242.472,243196,244156,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,877937.5599999999,247402.80440799997,303941.9832719999,849662.88,197886.484752,269088.23409600003
15,2000,"Hamburg, Stadt",kreisfreie Stadt,"5,21","4,75","4,98","3,64","3,79","2,93","2,15","2,23","2,24","1,86","2,44","1,79","2,12","2,02","1,97","2,17","2,19","3,67","3,96","4,77","4,27","4,33",5.8,5.31,"1,04","0,81","0,77","0,57","0,75","0,77","0,76","17,59","21,12",0.20620000000000002,0.1705,"8,06",0.09140000000000001,0.0725,"228,00","100,00","417,90","416,24","417,94","418,22","415,68","450,09","476,50","477,88","475,54","481,89","479,36","481,28","474,44","402,25","400,99","400,50","422,45","421,67","422,95","421,10","419,89","420,70","421,49","425,41","430,16","0,00","2.261,24","2.271,08","2.297,06","2.346,22","2.349,03","2.365,22","2.274,84","2.296,14","2.312,36","2.334,14","2.366,80","2.397,65","2.424,33","2.438,36","2.446,40","58,91","58,97","58,93","58,90",1.707.901,1.707.986,1.704.731,1.700.089,1.704.735,1.715.392,1.726.363,1.728.806,1.734.083,1.734.830,1.743.627,1.754.182,1.770.629,1.772.100,1.774.224,1.786.448,1.718.187,1.734.272,1.746.342,1.762.791,1.787.408,1.810.438,1.830.584,1841179,1847253,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,10678838.2,976045.81148,2201976.43684,9808913.43,711146.2236749999,1672419.739815
16,3101,"Braunschweig, Stadt",kreisfreie Stadt,"2,91","4,14","2,06","1,73","1,35","1,16","2,68","3,03","2,72","1,66","2,46","1,14","1,24","1,25","1,70","1,10","2,11","1,33","2,00","1,60","1,76","1,27",2.55,1.93,"0,60","0,74","0,41","0,41","0,16","0,35","0,50","15,83","32,14",0.2735,0.3061,"9,45",0.1376,0.4706,"214,00","100,00","481,10","496,64","499,89","492,81","496,07","500,31","510,26","511,10","517,78","516,16","516,11","516,06","513,50","450,14","447,32","448,20","465,37","490,81","495,53","509,42","522,58","535,37","541,55","548,95","580,34","0,00","1.308,48","1.279,69","1.279,98","1.280,31","1.287,54","1.295,17","1.268,89","1.279,07","1.286,50","1.293,14","1.307,96","1.290,44","1.287,09","1.288,49","1.294,27","46,93","46,75","47,10","47,21",252.544,251.320,248.944,247.241,246.322,245.816,245.516,245.392,245.076,245.872,245.273,245.467,245.810,246.012,247.400,248.867,243.829,245.798,247.227,248.502,251.364,248.667,248.023,248292,249406,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,193.0,193.0,193.0,193.0,633144.6,87120.69696,173165.0481,481353.57999999996,226524.994748,147342.33083799997
17,3102,"Salzgitter, Stadt",kreisfreie Stadt,"3,81","3,57","1,66","4,12","2,30","0,73","3,52","2,46","2,01","0,94","1,42","1,04","0,68","0,81","0,54","0,92","0,71","1,09","0,57","0,57","0,77","1,15",0.74,1.05,"1,70","0,41","0,41","0,55","0,72","0,46","0,50","17,24","26,32",0.1702,0.3273,"17,80",0.127,0.16820000000000002,"226,00","99,00","479,56","486,78","491,59","498,55","498,68","500,05","510,82","515,16","519,29","521,05","522,72","526,94","538,40","473,63","472,27","475,95","497,06","506,20","511,79","510,37","505,12","501,54","507,30","514,13","526,90","0,00","521,86","501,48","485,74","466,38","462,00","457,30","440,30","438,08","438,54","441,97","451,41","461,79","465,71","467,50","464,57","28,44","28,24","28,30","28,30",117.713,116.865,115.453,114.104,112.934,112.302,111.696,110.817,109.855,108.763,107.726,106.665,105.320,104.423,103.446,102.394,98.588,98.095,98.197,98.966,101.079,103.668,104.548,104948,104291,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,77661.52,9863.01304,13217.990704,109505.55,18418.833510000004,35841.166515
18,3103,"Wolfsburg, Stadt",kreisfreie Stadt,"2,24","6,34","3,04","4,53","4,94","1,94","1,50","3,50","4,93","3,33","4,17","3,34","1,99","1,82","2,41","2,79","2,33","1,53","3,29","1,77","5,25","3,61",1.82,3.02,"2,69","2,20","0,85","1,99","1,27","0,57","0,34","37,65","34,36",0.4805,0.1923,"17,51",0.19030000000000002,0.0377,"206,00","100,00","588,70","576,58","601,69","623,79","642,77","631,12","676,09","707,77","743,09","919,65","896,59","1.012,03","1.073,40","821,59","880,60","899,30","937,23","996,21","1.064,51","1.127,05","1.133,73","1.155,46","1.124,89","1.127,52","1.108,47","0,00","611,08","597,08","598,74","590,79","593,53","595,20","592,45","596,71","600,10","602,84","607,80","605,59","605,61","606,77","607,84","31,08","31,37","31,51","31,52",126.331,124.655,122.798,122.185,121.954,121.805,121.887,122.331,122.724,122.148,121.199,120.493,120.009,120.538,121.109,121.451,120.889,121.758,122.457,123.027,124.045,123.909,123.914,124151,124371,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,205.0,205.0,205.0,205.0,225954.82,42999.20224600001,108571.29101,375600.42,14160.135833999999,72227.96076599999
19,3151,Gifhorn,Landkreis,"9,62","8,70","8,76","9,79","6,62","6,01","5,07","4,89","5,11","3,96","3,77","2,90","1,59","1,51","1,92","1,93","2,40","3,54","4,23","3,98","4,20","5,91",4.74,4.72,"5,30","4,82","2,84","2,92","3,60","2,77","2,89","20,72","28,85",0.36950000000000005,0.35600000000000004,"23,41",0.2784,0.2666,"423,00","95,00","506,35","514,59","524,05","528,21","538,27","545,71","557,05","559,73","568,23","572,55","575,76","579,92","585,77","516,19","513,60","521,05","532,68","541,23","550,29","555,22","561,76","570,53","579,12","586,89","597,93","53,11","104,98","109,74","112,10","111,19","110,84","110,47","109,33","109,43","109,72","110,40","111,47","111,48","111,69","112,23","112,61","10,82","10,89","10,95","11,03",161.826,163.964,165.890,167.840,170.033,171.501,172.880,173.863,174.696,175.192,175.298,174.974,174.401,173.765,173.223,172.643,170.865,171.015,171.475,172.541,174.205,174.749,175.079,175920,176523,1.562,1.563,1.563,1.563,1.563,1.563,1.563,1.563,1.563,1.563,1.563,1.568,1.568,1.567,1.568,833860.8,232146.84672,308111.56560000003,833188.5599999999,222128.07009599998,296615.12736
20,3153,Goslar,Landkreis,"3,17","3,02","3,27","5,23","2,89","1,60","2,04","1,59","1,58","1,66","1,24","0,59","0,70","0,51","0,38","0,30","0,27","0,46","0,83","0,51","0,91","1,01",0.46,1.22,"1,70","0,91","0,25","0,36","0,44","0,25","0,68","32,08","31,03",0.5,0.413,"30,00",0.45280000000000004,0.43479999999999996,"391,00","94,00","494,10","505,93","513,68","514,66","518,10","525,58","536,19","543,13","550,92","554,43","557,54","561,86","569,43","508,35","509,53","517,70","531,72","540,06","546,74","552,07","550,60","558,32","565,30","573,02","583,81","8,63","166,08","161,91","158,29","151,46","149,89","148,16","144,59","143,64","142,79","142,19","143,21","142,73","142,30","141,73","140,98","10,96","10,89","10,95","10,96",161.549,160.273,158.979,157.955,157.013,156.247,155.610,154.638,153.825,152.758,151.452,149.656,148.091,146.187,144.680,143.014,139.575,138.655,137.833,137.256,138.236,137.979,137.563,137014,136292,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,967.0,967.0,967.0,967.0,63026.44,28538.372032000003,31513.22,166276.24,72296.909152,68672.08712
21,3154,Helmstedt,Landkreis,"2,77","4,17","5,14","4,24","3,03","3,15","1,78","5,85","2,93","2,55","1,69","3,82","0,99","0,85","0,96","1,39","0,54","1,14","2,01","1,46","2,67","2,74",3.14,2.96,"1,92","2,29","1,33","2,17","1,88","2,31","1,83","31,22","32,77",0.3397,0.45880000000000004,"25,11",0.2571,0.44179999999999997,"293,00","99,00","495,24","506,64","512,79","515,72","525,86","534,19","547,69","554,06","562,39","566,35","571,40","575,37","580,58","516,87","517,03","526,82","540,13","548,53","554,84","559,15","565,51","571,95","583,55","593,60","601,90","46,27","150,25","148,46","146,14","140,79","139,36","137,75","134,90","134,12","134,16","134,87","135,75","136,18","135,65","135,04","135,02","12,11","12,18","12,22","12,26",101.829,101.237,100.900,100.697,100.634,100.033,99.527,99.140,98.732,98.470,97.749,96.972,95.871,94.870,93.903,92.836,90.919,90.391,90.423,90.908,91.500,92.079,91.720,91307,91297,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,676.0,676.0,676.0,676.0,286703.98000000004,73711.59325800001,97393.34200600002,270239.12,119391.643216,123985.70825600001
22,3155,Northeim,Landkreis,"4,39","3,55","5,58","1,98","4,57","2,60","2,19","1,70","1,89","2,05","2,55","1,91","0,67","0,65","0,66","0,70","0,60","0,53","0,69","0,70","0,93","1,68",1.51,2.12,"3,12","2,21","0,42","0,79","0,69","1,07","0,74","33,65","41,24",0.5373,0.5865,"33,17",0.48210000000000003,0.4008,"870,00","76,00","518,54","530,75","541,92","545,96","549,24","560,05","576,78","586,59","592,29","594,88","602,23","613,12","619,96","554,07","559,43","565,07","582,10","592,48","599,21","606,30","608,27","621,59","632,98","643,61","655,06","69,37","121,26","119,27","116,64","112,32","110,93","109,75","107,74","106,88","106,28","105,68","106,46","105,31","104,86","104,64","104,26","11,55","11,60","11,59","11,61",154.186,153.610,152.988,152.111,151.845,151.112,150.100,149.345,148.451,147.772,146.690,145.488,144.044,142.321,140.553,139.060,136.516,135.418,134.661,133.905,134.896,133.610,133.046,132765,132285,1.267,1.267,1.267,1.267,1.267,1.267,1.267,1.267,1.267,1.267,1.267,1.269,1.269,1.269,1.269,200475.15,96649.06981500001,107715.29809499999,280444.2,112402.03536000001,164480.5233
23,3157,Peine,Landkreis,"9,06","9,35","6,09","8,71","6,33","5,32","4,15","6,51","4,67","3,26","2,72","2,27","1,71","1,48","1,51","2,14","2,03","2,28","2,21","4,10","3,57","5,15",3.91,4.97,"4,82","3,80","2,43","2,71","2,45","2,30","3,38","25,34","33,62",0.3613,0.3356,"33,66",0.2594,0.3037,"303,00","97,00","522,21","532,49","540,25","542,71","544,33","552,61","567,12","571,16","576,92","581,84","587,33","596,77","604,07","539,38","539,63","547,18","557,85","566,09","573,50","578,80","580,01","587,31","599,34","606,16","612,71","16,11","239,33","247,40","251,51","247,94","246,92","245,82","243,33","243,11","243,30","244,14","247,34","247,86","248,59","249,70","251,26","17,85","17,93","18,03","18,06",126.780,127.902,128.664,130.002,131.291,132.243,132.998,133.834,134.356,134.492,134.581,134.178,133.560,132.613,132.066,131.481,130.165,130.047,130.147,130.601,132.320,132.979,133.368,133965,134801,534.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,537.0,537.0,537.0,537.0,523803.15,135874.53711,189250.078095,669960.97,203467.146589,224838.901532
24,3158,Wolfenbüttel,Landkreis,"9,45","7,54","6,67","8,20","6,24","4,57","3,38","3,25","2,65","1,94","2,21","1,67","1,52","1,06","0,99","0,92","1,38","1,48","1,82","2,58","1,80","1,66",2.13,2.67,"5,04","3,54","1,69","1,24","1,41","1,03","1,13","25,00","28,92",0.4031,0.4014,"26,82",0.23809999999999998,0.28850000000000003,"270,00","98,00","515,90","526,41","531,68","531,38","536,52","542,27","562,74","568,76","576,51","578,59","584,91","595,28","600,85","538,58","537,51","543,76","555,87","561,72","568,12","573,64","577,66","588,05","600,55","609,44","616,70","45,46","169,72","175,40","175,99","171,16","169,92","168,90","166,67","166,24","165,94","166,12","167,43","166,93","166,28","165,62","165,16","12,14","12,14","12,16","12,17",121.870,122.574,123.582,124.509,125.597,126.697,126.842,127.059,127.220,127.134,126.460,125.412,124.652,123.663,122.806,122.040,120.425,120.117,119.900,120.035,120.981,120.904,120.437,119960,119622,722.0,722.0,722.0,722.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,724.0,724.0,724.0,724.0,255514.8,60838.07387999999,102998.01587999999,319390.74,92144.22849000001,128203.44303599998
25,3159,Göttingen,Landkreis,"3,43","5,47","3,88","5,27","3,36","2,44","2,42","2,03","1,99","1,53","1,40","2,04","1,01","1,00","0,73","2,15","0,83","1,35","1,71","1,60","2,00","2,08",1.59,1.75,"1,98","1,36","0,48","0,86","0,69","0,66","0,73","35,99","45,31",0.4569,0.4054,"33,85",0.39490000000000003,0.2672,"385,00","93,00","475,00","483,11","489,19","493,29","494,50","501,23","513,62","520,16","524,12","527,33","533,02","541,87","544,05","486,93","487,23","493,17","515,54","522,34","527,42","529,51","526,30","536,55","542,36","549,04","557,69","18,41","202,74","200,18","197,51","193,46","192,52","191,41","184,91","184,36","184,01","184,81","187,94","186,30","186,86","186,89","185,73","13,40","13,58","13,61","13,65",355.012,355.442,355.630,353.064,352.011,350.847,349.808,348.949,347.660,346.317,344.007,342.471,341.560,339.257,337.534,335.583,324.197,323.233,322.616,324.013,329.538,327.065,328.036,328074,326041,1.753,1.753,1.753,1.754,1.753,1.753,1.753,1.753,1.753,1.753,1.753,1.756,1.756,1.755,1.755,521637.66000000003,205994.71193400002,238336.246854,570571.75,152456.7716,231309.78745
26,3241,Region Hannover,Landkreis,"4,85","3,83","2,83","6,62","5,85","2,55","2,52","2,42","2,81","2,02","2,10","1,75","1,15","0,99","0,95","1,28","2,24","1,76","2,21","2,39","2,28","2,71",2.74,2.83,"1,98","1,60","1,14","0,96","0,93","0,82","0,87","26,32","26,50",0.2889,0.37670000000000003,"21,12",0.23170000000000002,0.2733,"235,00","100,00","469,61","471,61","475,24","477,08","475,13","479,27","490,09","492,19","494,50","496,97","498,70","502,11","503,96","447,93","447,15","452,31","468,56","472,98","476,83","478,91","478,38","484,16","489,88","494,45","500,07","7,34","486,02","488,20","492,62","493,23","493,42","494,24","482,91","485,72","488,71","492,42","499,59","500,06","501,79","503,94","503,72","22,19","22,17","22,27","22,37",1.109.093,1.112.992,1.114.736,1.111.994,1.114.249,1.118.091,1.122.038,1.125.878,1.126.724,1.128.336,1.128.543,1.128.772,1.130.039,1.129.797,1.130.262,1.132.130,1.106.219,1.112.675,1.119.526,1.128.037,1.144.481,1.148.700,1.152.675,1157624,1157115,2.29,2.29,2.291,2.291,2.291,2.291,2.291,2.291,2.291,2.291,2.291,2.297,2.297,2.297,2.297,3171889.7600000002,734926.8573920002,916358.951664,3274635.45,894957.868485,1233555.1740150002
27,3251,Diepholz,Landkreis,"5,62","6,80","6,16","8,92","7,16","5,21","5,76","5,01","4,75","3,65","3,51","2,93","1,43","1,89","1,88","1,93","3,76","3,12","3,16","3,53","3,61","3,26",3.6,3.76,"5,15","4,06","2,05","1,96","1,74","1,89","1,59","10,82","19,84",0.26289999999999997,0.2925,"18,34",0.2637,0.2169,"865,00","76,00","544,69","552,55","558,15","554,25","556,03","565,97","577,60","584,97","589,18","594,58","601,05","611,64","617,09","549,99","555,01","562,49","580,95","591,14","598,86","602,86","604,16","610,59","619,19","626,60","636,22","51,31","103,40","106,28","108,31","107,85","107,47","107,43","105,51","105,47","105,61","106,18","107,63","108,03","108,49","108,93","109,03","12,52","12,56","12,59","12,63",203.704,205.499,206.937,208.218,210.004,211.227,212.761,213.963,214.786,215.273,215.548,215.406,215.142,214.379,213.634,213.558,209.745,209.671,209.955,211.093,213.976,215.082,216.012,216886,217089,1.987,1.988,1.988,1.988,1.988,1.988,1.988,1.988,1.988,1.988,1.988,1.991,1.991,1.991,1.991,780789.6,205894.21751999998,205269.58583999996,816254.6399999999,177045.631416,238754.48219999997
28,3252,Hameln-Pyrmont,Landkreis,"5,24","3,91","4,55","6,80","3,82","5,08","3,25","3,30","2,28","2,88","1,46","1,08","1,04","0,85","0,65","0,62","0,71","1,53","1,17","1,00","0,95","0,97",0.73,1.12,"2,86","3,78","0,50","0,60","0,61","0,67","0,67","37,65","51,09",0.375,0.433,"37,50",0.37,0.2614,"368,00","93,00","510,02","520,35","524,99","526,01","530,27","540,88","554,88","562,76","567,31","574,96","579,41","589,99","594,23","528,71","530,79","537,55","558,50","567,88","575,26","579,28","582,85","592,92","600,02","604,53","611,56","24,52","205,78","204,31","201,55","196,43","194,89","193,54","187,80","186,57","185,59","185,66","186,25","185,90","185,94","186,27","186,26","14,35","14,34","14,35","14,41",163.798,163.831,163.723,163.103,162.891,162.663,162.290,161.871,161.259,160.469,159.840,158.658,157.867,156.398,155.164,154.085,149.513,148.532,147.755,147.813,148.281,148.265,148.296,148559,148549,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,798.0,798.0,798.0,798.0,108448.06999999999,40125.785899999995,40668.026249999995,166374.88,43490.39363200001,72040.32304
29,3254,Hildesheim,Landkreis,"5,04","3,57","3,56","4,10","4,61","4,00","3,50","3,59","3,05","2,24","2,07","1,64","0,89","1,06","0,95","1,02","0,89","1,37","1,47","1,73","1,74","1,61",2.05,1.94,"3,25","3,24","0,90","1,02","0,79","1,01","1,14","31,67","38,36",0.36619999999999997,0.36829999999999996,"25,58",0.2619,0.3289,"336,00","96,00","488,63","496,58","504,38","508,09","510,72","514,68","530,27","535,50","540,17","545,31","548,48","552,85","557,15","499,74","502,37","509,06","526,90","534,08","540,53","543,68","544,54","550,76","561,46","568,97","576,63","24,16","243,06","243,03","241,86","237,74","235,99","234,56","229,18","228,31","227,64","227,65","229,72","229,49","228,94","228,91","228,26","15,38","15,35","15,37","15,39",292.525,292.970,292.726,292.801,292.466,292.979,293.091,292.908,292.358,291.620,290.643,289.984,288.623,286.663,284.551,282.856,276.383,275.330,274.519,274.554,277.055,277.300,276.640,276594,275817,1.205,1.206,1.206,1.206,1.206,1.206,1.206,1.206,1.206,1.206,1.206,1.208,1.208,1.208,1.208,567017.7,148501.93563,207641.88173999995,535084.98,175989.449922,197071.79813399998
