"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE986083100267";"Hausspeicher";"In Betrieb";"4/24/2020";"6/17/2020";"Speicher";"9";"9";"16348";"Marienwerder";"(natürliche Person)";"ABR928487974600";"10/8/2020"
"SEE954939485653";"E3/DC Hauskraftwerk S10E12 All in one 6,5 kWh";"In Betrieb";"4/24/2020";"8/6/2020";"Speicher";"3";"3";"16225";"Eberswalde";"(natürliche Person)";"ABR911796353426";"8/6/2020"
"SEE997888860492";"Powerwall Korte Zerpenschleuse";"In Betrieb";"4/27/2020";"4/30/2020";"Speicher";"4,6";"4,6";"16348";"Wandlitz";"(natürliche Person)";"ABR936597134500";"3/15/2021"
"SEE996055180418";"Speicher Radow";"In Betrieb";"4/29/2020";"4/30/2020";"Speicher";"6";"3";"16244";"Schorfheide";"(natürliche Person)";"ABR953854665690";"4/30/2020"
"SEE922737926517";"Speicher CA-WEIS";"In Betrieb";"4/29/2020";"5/15/2020";"Speicher";"2,5";"2,5";"16359";"Biesenthal";"(natürliche Person)";"ABR945657218258";"9/18/2020"
"SEE942863115128";"Speicher";"In Betrieb";"4/30/2020";"5/11/2020";"Speicher";"3,7";"3,7";"16359";"Biesenthal";"(natürliche Person)";"ABR915032414520";"5/11/2020"
"SEE960447529963";"Speicher";"In Betrieb";"5/4/2020";"5/4/2020";"Speicher";"3,4";"3,4";"16341";"Panketal";"(natürliche Person)";"ABR964894789406";"3/10/2021"
"SEE901320873667";"Eigensonne Speicher A 718";"In Betrieb";"5/5/2020";"5/14/2020";"Speicher";"4,6";"4,6";"16348";"Wandlitz";"(natürliche Person)";"ABR906918992584";"9/21/2021"
"SEE985958791562";"Stromspeicher";"In Betrieb";"5/5/2020";"6/8/2020";"Speicher";"3,75";"3,75";"16348";"Wandlitz";"(natürliche Person)";"ABR902262282739";"6/8/2020"
"SEE949146608131";"Keller";"In Betrieb";"5/6/2020";"5/6/2020";"Speicher";"7,5";"7,5";"16321";"Bernau";"(natürliche Person)";"ABR965617611431";"3/2/2021"
"SEE945801542260";"Eigensonne S Omega 776";"In Betrieb";"5/6/2020";"5/19/2020";"Speicher";"4";"4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR952887948008";"1/6/2021"
"SEE914115058194";"Speicher";"In Betrieb";"5/6/2020";"6/26/2020";"Speicher";"3,3";"3,3";"16356";"Werneuchen";"(natürliche Person)";"ABR959207712202";"11/2/2020"
"SEE975514961157";"BYD B-Box HV 7.7kW";"In Betrieb";"5/7/2020";"5/7/2020";"Speicher";"7,68";"5,5";"16225";"Eberswalde";"(natürliche Person)";"ABR969526391200";"9/29/2020"
"SEE993626384527";"Speicher E3DC";"In Betrieb";"5/7/2020";"6/7/2020";"Speicher";"12";"3";"16321";"Bernau";"(natürliche Person)";"ABR901601100987";"9/10/2021"
"SEE978965308809";"Solarstrom Blumenhag Speicher";"In Betrieb";"5/14/2020";"5/14/2020";"Speicher";"5";"5";"16321";"Bernau";"(natürliche Person)";"ABR930618189920";"1/12/2021"
"SEE985741673204";"WEA 1";"In Betrieb";"5/15/2020";"6/20/2020";"Wind";"4000";"4000";"16356";"Ahrensfelde";"VS Ventor Energiegenossenschaft eG";"ABR998979882201";"5/5/2022"
"SEE943478877654";"HWR";"In Betrieb";"5/15/2020";"5/15/2020";"Speicher";"7,5";"7,5";"16321";"Bernau";"(natürliche Person)";"ABR914257696032";"1/12/2021"
"SEE965861308408";"Speicher";"In Betrieb";"5/15/2020";"5/18/2020";"Speicher";"3";"3";"16225";"Eberswalde";"(natürliche Person)";"ABR957592861437";"5/18/2020"
"SEE915732606058";"Batterie";"In Betrieb";"5/18/2020";"6/30/2020";"Speicher";"4,6";"4,6";"16348";"Wandlitz";"(natürliche Person)";"ABR915556352957";"6/30/2020"
"SEE964929043947";"Stromspeicher";"In Betrieb";"5/20/2020";"6/5/2020";"Speicher";"9";"9";"16321";"Bernau";"(natürliche Person)";"ABR956633643551";"2/10/2021"
"SEE960773973980";"LottscheSpeicher";"In Betrieb";"5/22/2020";"8/28/2020";"Speicher";"3,1";"3,1";"16348";"Wandlitz";"LottscheSolar GbR";"ABR921937862687";"8/28/2020"
"SEE975747917846";"Stromspeicher";"In Betrieb";"5/25/2020";"8/26/2020";"Speicher";"3,75";"3,75";"16356";"Werneuchen";"(natürliche Person)";"ABR989857993355";"8/26/2020"
"SEE984683787253";"Schorfheide";"In Betrieb";"5/26/2020";"6/29/2020";"Erdgas";"11";"11";"16244";"Schorfheide";"Bildungseinrichtung Buckow e. V.";"ABR968180193090";"1/20/2022"
"SEE963713110872";"Speicher";"In Betrieb";"6/2/2020";"6/2/2020";"Speicher";"3,4";"3,4";"16341";"Panketal";"(natürliche Person)";"ABR900983765944";"2/2/2022"
"SEE976339668511";"Speicher";"In Betrieb";"6/4/2020";"6/4/2020";"Speicher";"2,4";"2,4";"16348";"Wandlitz";"(natürliche Person)";"ABR908117049984";"6/2/2021"
"SEE939489300755";"Einfamilienhaus";"In Betrieb";"6/4/2020";"12/11/2020";"Erdgas";"0,75";"0,75";"16341";"Panketal";"(natürliche Person)";"ABR938299229751";"12/11/2020"
"SEE917249552293";"HWR";"In Betrieb";"6/5/2020";"6/5/2020";"Speicher";"2,5";"2,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR910559766442";"11/18/2021"
"SEE906343073513";"5,0 Kw";"In Betrieb";"6/5/2020";"1/27/2022";"Speicher";"5";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR910559766442";"1/27/2022"
"SEE955774773370";"Grap Speicher";"In Betrieb";"6/9/2020";"6/10/2020";"Speicher";"2,5";"2,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR967597043417";"6/10/2020"
"SEE904361625981";"BHKW Eberswalde Michaelisstr. 1";"In Betrieb";"6/9/2020";"8/6/2020";"Erdgas";"22";"22";"16225";"Eberswalde";"EWE VERTRIEB GmbH";"ABR948415910210";"8/6/2020"
"SEE938375665206";"Speicher";"In Betrieb";"6/9/2020";"11/6/2020";"Speicher";"1,5";"1,5";"16227";"Eberswalde";"(natürliche Person)";"ABR917985629747";"12/1/2021"
"SEE914798674759";"Stromspeicher";"In Betrieb";"6/10/2020";"6/29/2020";"Speicher";"3,3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR924635682632";"6/29/2020"
"SEE973274826280";"Powerwall Mau Melchow";"In Betrieb";"6/12/2020";"6/12/2020";"Speicher";"4,6";"4,6";"16230";"Melchow";"(natürliche Person)";"ABR988117872386";"3/2/2021"
"SEE956108044180";"EC Power XRGI 15 G Kleiststr. 9";"In Betrieb";"6/15/2020";"7/1/2021";"Erdgas";"15";"15";"16348";"Wandlitz";"Auric Grundbesitz GmbH";"ABR981068909767";"7/1/2021"
"SEE962639756621";"Sonnen eco 8.0/6";"In Betrieb";"6/21/2020";"3/20/2021";"Speicher";"3";"3";"16321";"Bernau";"(natürliche Person)";"ABR949868292908";"3/30/2021"
"SEE971502491798";"Stromspeicher";"In Betrieb";"6/23/2020";"6/30/2020";"Speicher";"3,75";"3,75";"16341";"Panketal";"(natürliche Person)";"ABR964949821730";"6/30/2020"
"SEE951606043819";"Batterie";"In Betrieb";"6/24/2020";"7/1/2020";"Speicher";"4,2";"4,2";"16348";"Wandlitz";"(natürliche Person)";"ABR956630270323";"4/28/2021"
"SEE988966043340";"Speicher";"In Betrieb";"6/25/2020";"6/26/2020";"Speicher";"3,4";"3,4";"16341";"Panketal";"(natürliche Person)";"ABR971465649274";"10/9/2020"
"SEE982963939613";"HWR";"In Betrieb";"6/26/2020";"6/26/2020";"Speicher";"5";"5";"16348";"Marienwerder";"(natürliche Person)";"ABR949037297468";"6/26/2020"
"SEE953171932567";"Stromspeicher";"In Betrieb";"6/29/2020";"7/2/2020";"Speicher";"3,75";"3,75";"16356";"Ahrensfelde";"(natürliche Person)";"ABR934299686334";"7/8/2020"
"SEE951662075922";"Speicher Vespa";"In Betrieb";"7/1/2020";"7/1/2020";"Speicher";"3,4";"3,4";"16348";"Wandlitz";"(natürliche Person)";"ABR932367001751";"1/16/2021"
"SEE929393515475";"Eigensonne S Omega 813";"In Betrieb";"7/1/2020";"7/2/2020";"Speicher";"6";"6";"16341";"Panketal";"(natürliche Person)";"ABR974552773272";"7/2/2020"
"SEE944386781095";"Speicher";"In Betrieb";"7/3/2020";"7/3/2020";"Speicher";"4,6";"4,6";"16359";"Biesenthal";"(natürliche Person)";"ABR938001109142";"7/3/2020"
"SEE920175863999";"Speicher";"In Betrieb";"7/6/2020";"7/6/2020";"Speicher";"4";"4";"16244";"Schorfheide";"(natürliche Person)";"ABR993924659365";"12/1/2021"
"SEE939723667842";"Speicher";"In Betrieb";"7/6/2020";"7/6/2020";"Speicher";"3";"3";"16321";"Bernau";"(natürliche Person)";"ABR982788388221";"1/12/2021"
"SEE956235852924";"HWR";"In Betrieb";"7/6/2020";"7/6/2020";"Speicher";"1,25";"1,25";"16247";"Ziethen";"(natürliche Person)";"ABR947075871459";"12/3/2021"
"SEE992569451662";"Speicher";"In Betrieb";"7/7/2020";"7/7/2020";"Speicher";"3,4";"3,4";"16321";"Bernau";"(natürliche Person)";"ABR974164846067";"1/12/2021"
"SEE999964956396";"PVA JZ 02";"In Betrieb";"7/7/2020";"7/8/2020";"Speicher";"7,675";"7,675";"16225";"Eberswalde";"(natürliche Person)";"ABR947295075163";"7/8/2020"
"SEE913669611923";"mein Speicher";"In Betrieb";"7/7/2020";"8/14/2020";"Speicher";"4,5";"4,5";"16359";"Biesenthal";"(natürliche Person)";"ABR919048307579";"1/26/2021"
"SEE906199795973";"Eigensonne S A 849";"In Betrieb";"7/10/2020";"7/13/2020";"Speicher";"4,6";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR962835799569";"7/13/2020"
"SEE919606497650";"P&S  Speicher";"In Betrieb";"7/12/2020";"7/15/2020";"Speicher";"3";"3";"16348";"Wandlitz";"P&S Buchholzer Natursteinhandel GmbH";"ABR951063318826";"4/23/2021"
"SEE983132937874";"Keller";"In Betrieb";"7/13/2020";"7/13/2020";"Speicher";"3,75";"3,75";"16341";"Panketal";"(natürliche Person)";"ABR982234542917";"11/2/2020"
"SEE996654932975";"BHKW-Anlage Bernau bei Berlin";"In Betrieb";"7/14/2020";"8/7/2020";"Erdgas";"20";"19,74";"16321";"Bernau";"ThermoPlus WärmeDirektService GmbH";"ABR945182666203";"8/7/2020"
"SEE917988833202";"Speicher zu Hausdach";"In Betrieb";"7/15/2020";"9/17/2020";"Speicher";"7";"7";"16348";"Wandlitz";"(natürliche Person)";"ABR965220124472";"12/10/2021"
"SEE979750113363";"PV-Dachkraftwerk Speicher";"In Betrieb";"7/16/2020";"10/12/2020";"Speicher";"5";"5";"16230";"Britz";"(natürliche Person)";"ABR917198198146";"6/29/2021"
"SEE990338567729";"Richter Speicher";"In Betrieb";"7/16/2020";"7/16/2020";"Speicher";"4,6";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR971132233904";"1/12/2021"
"SEE958380995518";"Speicher";"In Betrieb";"7/17/2020";"7/17/2020";"Speicher";"3,4";"3,4";"16321";"Bernau";"(natürliche Person)";"ABR966844414185";"1/13/2021"
"SEE993775863522";"Speicher";"In Betrieb";"7/21/2020";"7/21/2020";"Speicher";"1,6";"1,6";"16341";"Panketal";"(natürliche Person)";"ABR990030686827";"9/22/2020"
"SEE934946041035";"Batteriespeicher Hausdachanlage";"In Betrieb";"7/27/2020";"9/3/2020";"Speicher";"5,12";"5,12";"16341";"Panketal";"(natürliche Person)";"ABR947838019074";"9/3/2020"
"SEE926351233341";"Speicherbatterie Haus";"In Betrieb";"7/31/2020";"8/4/2020";"Speicher";"1,25";"1,25";"16230";"Chorin";"(natürliche Person)";"ABR916380950869";"8/4/2020"
"SEE978612158009";"Radandt Speicher";"In Betrieb";"8/3/2020";"8/3/2020";"Speicher";"2,5";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR916934356994";"12/2/2021"
"SEE987682687760";"Osinski Speicher";"In Betrieb";"8/3/2020";"8/3/2020";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR960635498071";"3/12/2021"
"SEE934014482234";"Tesla 1";"In Betrieb";"8/3/2020";"11/3/2020";"Speicher";"13,5";"7";"16321";"Bernau";"ESB Bernau GmbH";"ABR904007360870";"9/13/2021"
"SEE973408413317";"HWR";"In Betrieb";"8/4/2020";"8/4/2020";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR969332661320";"11/4/2020"
"SEE906181729399";"Brennstoffzelle";"In Betrieb";"8/7/2020";"8/21/2020";"Erdgas";"0,75";"0,75";"16244";"Schorfheide";"(natürliche Person)";"ABR917434374136";"8/21/2020"
"SEE978486435022";"Stromspeicher";"In Betrieb";"8/8/2020";"8/12/2020";"Speicher";"10,24";"7";"16348";"Wandlitz";"(natürliche Person)";"ABR928394298844";"7/9/2021"
"SEE955733975227";"Pohnke- Speicher";"In Betrieb";"8/10/2020";"8/10/2020";"Speicher";"4,5";"4,5";"16348";"Wandlitz";"(natürliche Person)";"ABR997876022949";"7/13/2021"
"SEE900760542645";"Speicher 2020";"In Betrieb";"8/12/2020";"9/8/2020";"Speicher";"5";"3,68";"16225";"Eberswalde";"(natürliche Person)";"ABR929346577758";"5/20/2021"
"SEE988301364093";"HWR";"In Betrieb";"8/14/2020";"8/14/2020";"Speicher";"3,75";"3,75";"16341";"Panketal";"(natürliche Person)";"ABR995355511045";"9/22/2020"
"SEE977129962222";"SEE990086787530";"In Betrieb";"8/14/2020";"12/21/2020";"Speicher";"5,12";"2,66";"16356";"Ahrensfelde";"(natürliche Person)";"ABR974793940402";"6/14/2021"
"SEE969815271718";"Speicher Schanne Wdtz AdB37";"In Betrieb";"8/18/2020";"8/18/2020";"Speicher";"3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR916639246439";"8/18/2020"
"SEE964422959073";"Speicher";"In Betrieb";"8/19/2020";"8/21/2020";"Speicher";"4,6";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR910702891618";"8/21/2020"
"SEE977033855016";"Niederfinow";"In Betrieb";"8/20/2020";"10/21/2020";"Speicher";"2,5";"2,5";"16248";"Niederfinow";"UPM Grundbesitz GmbH & Co KG";"ABR953113095749";"3/12/2021"
"SEE998504341364";"Battery System";"In Betrieb";"8/21/2020";"8/23/2020";"Speicher";"7,7";"7";"16321";"Bernau";"(natürliche Person)";"ABR912547525796";"8/23/2020"
"SEE919153446033";"Speicher";"In Betrieb";"8/24/2020";"8/24/2020";"Speicher";"4,4";"4,4";"16348";"Marienwerder";"(natürliche Person)";"ABR957801521800";"1/21/2022"
"SEE969087592498";"Keller";"In Betrieb";"8/24/2020";"8/25/2020";"Speicher";"2,5";"2,5";"16341";"Panketal";"Christiane Hirth & Thomas Zachert GbR";"ABR950148084267";"11/8/2020"
"SEE994887188541";"Speicher";"In Betrieb";"8/25/2020";"9/2/2020";"Speicher";"1,6";"1,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR991750196443";"9/2/2020"
"SEE910062047519";"Stromspeicher - Ruhrstr. 12";"In Betrieb";"8/25/2020";"9/17/2020";"Speicher";"3";"3";"16356";"Ahrensfelde";"(natürliche Person)";"ABR916177638772";"9/17/2020"
"SEE978332205564";"PVA GE 01_Speicher";"In Betrieb";"8/25/2020";"12/21/2020";"Speicher";"2";"2";"16348";"Wandlitz";"Grundstücksgemeinschaft Erdmann";"ABR978549532248";"12/21/2020"
"SEE955040531321";"LG Speicher";"In Betrieb";"8/25/2020";"1/31/2021";"Speicher";"4,2";"4,2";"16356";"Ahrensfelde";"(natürliche Person)";"ABR978884854371";"1/31/2021"
"SEE967595142327";"Keller";"In Betrieb";"9/1/2020";"9/1/2020";"Speicher";"3,75";"3,75";"16356";"Ahrensfelde";"(natürliche Person)";"ABR962273135417";"11/6/2020"
"SEE904229434236";"Speicher";"In Betrieb";"9/2/2020";"9/7/2020";"Speicher";"1,6";"1,6";"16230";"Breydin";"(natürliche Person)";"ABR975546941349";"9/7/2020"
"SEE961960374696";"Batteriebox Premium HVS 5.1";"In Betrieb";"9/3/2020";"10/29/2020";"Speicher";"5,1";"5,1";"16230";"Chorin";"(natürliche Person)";"ABR985090950292";"11/13/2020"
"SEE974204325330";"WEA 2";"In Betrieb";"9/9/2020";"9/9/2020";"Wind";"4000";"4000";"16356";"Ahrensfelde";"VS Ventor Energiegenossenschaft eG";"ABR998979882201";"5/17/2022"
"SEE901397967580";"PV-LGChem";"In Betrieb";"9/9/2020";"12/28/2020";"Speicher";"5";"3";"16321";"Bernau";"(natürliche Person)";"ABR906218392572";"12/28/2020"
"SEE943997647509";"BHKW Finowfurt II Finowfurter Ring 30";"In Betrieb";"9/9/2020";"10/7/2020";"Erdgas";"854";"854";"16244";"Schorfheide";"EWE VERTRIEB GmbH";"ABR948415910210";"10/7/2020"
"SEE988806724408";"Speicher";"In Betrieb";"9/9/2020";"12/4/2020";"Speicher";"6,5";"5";"16341";"Panketal";"(natürliche Person)";"ABR972045545023";"1/13/2021"
"SEE915215265321";"Kastanienweg";"In Betrieb";"9/11/2020";"9/15/2020";"Speicher";"2,5";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR988045618308";"9/15/2020"
"SEE986681549772";"PVA GM 01 Speicher";"In Betrieb";"9/14/2020";"9/30/2020";"Speicher";"3,7";"3,7";"16230";"Chorin";"(natürliche Person)";"ABR975945397044";"3/3/2022"
"SEE931139414157";"HWR";"In Betrieb";"9/16/2020";"9/16/2020";"Speicher";"1,25";"1,25";"16244";"Schorfheide";"(natürliche Person)";"ABR975922421748";"3/5/2021"
"SEE983591881428";"Batterie1";"In Betrieb";"9/16/2020";"9/16/2020";"Speicher";"4,6";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR979462586813";"9/16/2020"
"SEE981020619116";"SP Weide";"In Betrieb";"9/16/2020";"9/17/2020";"Speicher";"3,4";"3,4";"16356";"Werneuchen";"(natürliche Person)";"ABR946135981077";"5/7/2021"
"SEE908473336629";"Pranz Speicher";"In Betrieb";"9/17/2020";"9/17/2020";"Speicher";"4,6";"4,6";"16348";"Wandlitz";"(natürliche Person)";"ABR919590379642";"1/11/2021"
"SEE924753346096";"Speicher";"In Betrieb";"9/17/2020";"9/24/2020";"Speicher";"4,5";"4,5";"16227";"Eberswalde";"(natürliche Person)";"ABR913974646283";"11/13/2020"
"SEE931077493269";"Hausspeicher";"In Betrieb";"9/17/2020";"1/29/2021";"Speicher";"4,6";"4,6";"16225";"Eberswalde";"(natürliche Person)";"ABR987008123545";"6/1/2021"
"SEE974601186930";"Garage";"In Betrieb";"9/18/2020";"10/10/2020";"Speicher";"2";"2";"16341";"Panketal";"(natürliche Person)";"ABR922591330376";"12/3/2021"
"SEE963040957300";"Speicher 7.5kW";"In Betrieb";"9/22/2020";"10/8/2020";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR937901292305";"1/11/2021"
"SEE973956069059";"EigenSonne_PV_A923";"In Betrieb";"9/22/2020";"10/14/2020";"Speicher";"4,6";"4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR943429256439";"12/29/2021"
"SEE950897707097";"Batterie";"In Betrieb";"9/24/2020";"9/24/2020";"Speicher";"4,6";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR995982515522";"9/24/2020"
"SEE920571619305";"16348 Basdorf BHKW 5,5";"In Betrieb";"9/25/2020";"11/10/2020";"Erdgas";"5,5";"5,5";"16348";"Wandlitz";"Johanniter-Unfall-Hilfe e.V.";"ABR995541626577";"11/10/2020"
"SEE967864597995";"KLIMA II";"In Betrieb";"9/29/2020";"10/10/2020";"Speicher";"2";"2";"16341";"Panketal";"(natürliche Person)";"ABR949285420403";"10/10/2020"
"SEE926440869345";"Speicher Lindenweg";"In Betrieb";"9/29/2020";"10/19/2020";"Speicher";"4,6";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR957377537007";"4/19/2021"
"SEE913604877155";"PVA Speicher";"In Betrieb";"9/29/2020";"2/5/2021";"Speicher";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR991155264280";"2/12/2021"
"SEE948005722674";"Thiemann Norbert";"In Betrieb";"9/30/2020";"9/1/2020";"Speicher";"5";"5";"16225";"Eberswalde";"(natürliche Person)";"ABR908790464982";"4/1/2021"
"SEE985909385994";"PV_Hafersteig";"In Betrieb";"9/30/2020";"10/2/2020";"Speicher";"11,7";"10";"16356";"Ahrensfelde";"(natürliche Person)";"ABR989600682086";"4/26/2021"
"SEE966599449203";"BHKW Eberswalde Alfred-Nobel-Str.";"In Betrieb";"9/30/2020";"12/16/2020";"Erdgas";"32";"32";"16225";"Eberswalde";"ErwärmBAR GmbH";"ABR982083716866";"12/16/2020"
"SEE953645542186";"PV-Speicher Keller";"In Betrieb";"10/1/2020";"10/1/2020";"Speicher";"3,4";"3,4";"16244";"Schorfheide";"(natürliche Person)";"ABR968858311153";"3/1/2021"
"SEE990477612328";"Batterie";"In Betrieb";"10/2/2020";"10/2/2020";"Speicher";"3,6";"3,6";"16356";"Werneuchen";"(natürliche Person)";"ABR951626901366";"10/2/2020"
"SEE914826462358";"HWR";"In Betrieb";"10/5/2020";"10/5/2020";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR946065642192";"1/15/2021"
"SEE909549542739";"PVA YJ 02";"In Betrieb";"10/5/2020";"11/4/2020";"Speicher";"7,7";"7";"16247";"Joachimsthal";"(natürliche Person)";"ABR939697849404";"4/14/2021"
"SEE947540270350";"Ladeburg LDB";"In Betrieb";"10/6/2020";"10/6/2020";"Wind";"2300";"2300";"16321";"Bernau";"Phase 5 GmbH & Co. Windkraft III KG";"ABR959302266600";"12/14/2020"
"SEE927624165161";"HWR";"In Betrieb";"10/6/2020";"10/6/2020";"Speicher";"3,75";"3,75";"16348";"Wandlitz";"(natürliche Person)";"ABR938431125842";"12/2/2021"
"SEE914662658779";"Speicher";"In Betrieb";"10/6/2020";"10/7/2020";"Speicher";"3,99";"3,99";"16341";"Panketal";"(natürliche Person)";"ABR961544609817";"2/4/2021"
"SEE953823811127";"HaSpei";"In Betrieb";"10/7/2020";"10/8/2020";"Speicher";"2,66";"2,66";"16321";"Bernau";"(natürliche Person)";"ABR965152611835";"1/15/2021"
"SEE964955529873";"HWR";"In Betrieb";"10/8/2020";"10/8/2020";"Speicher";"3,75";"3,75";"16356";"Ahrensfelde";"(natürliche Person)";"ABR934254938812";"10/8/2020"
"SEE932643215841";"Mozart";"In Betrieb";"10/14/2020";"10/15/2020";"Speicher";"2,5";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR996174956512";"10/15/2020"
"SEE964451873197";"Sonne2020/1";"In Betrieb";"10/14/2020";"10/24/2020";"Speicher";"7,5";"7,5";"16348";"Wandlitz";"(natürliche Person)";"ABR966773864990";"7/13/2021"
"SEE928250579964";"Speicher";"In Betrieb";"10/19/2020";"10/19/2020";"Speicher";"3";"3";"16356";"Ahrensfelde";"(natürliche Person)";"ABR977416169532";"11/18/2021"
"SEE910695209957";"EigenSonne_S_A957";"In Betrieb";"10/19/2020";"10/19/2020";"Speicher";"5";"5";"16321";"Bernau";"(natürliche Person)";"ABR999854232067";"1/15/2021"
"SEE956921855826";"Speicher-Fuhrmann";"In Betrieb";"10/19/2020";"10/27/2020";"Speicher";"4,6";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR967073861016";"1/25/2021"
"SEE949601451166";"Akku-SMA-Neu";"In Betrieb";"10/20/2020";"12/12/2020";"Speicher";"12";"5,43";"16321";"Bernau";"(natürliche Person)";"ABR999461907983";"3/2/2021"
"SEE941015141701";"Speicher";"In Betrieb";"10/26/2020";"10/26/2020";"Speicher";"2,7";"2,7";"16559";"Liebenwalde";"(natürliche Person)";"ABR959587918560";"11/29/2021"
"SEE955502662044";"LG 2";"In Betrieb";"10/28/2020";"10/28/2020";"Speicher";"3,3";"3,3";"16341";"Panketal";"(natürliche Person)";"ABR970235655026";"10/28/2020"
"SEE965435140113";"Hausdach";"In Betrieb";"11/1/2020";"1/27/2021";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR939623959474";"1/27/2021"
"SEE960799770181";"Batterie1";"In Betrieb";"11/2/2020";"11/2/2020";"Speicher";"3,4";"3,4";"16359";"Biesenthal";"(natürliche Person)";"ABR936113211418";"12/4/2020"
"SEE924333898205";"Speicher Garage";"In Betrieb";"11/2/2020";"11/2/2020";"Speicher";"2,5";"2,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR965445339491";"5/3/2021"
"SEE941882055064";"16341 Zepernick BHKW 5,5 KW";"In Betrieb";"11/2/2020";"11/10/2020";"Erdgas";"5,5";"5,5";"16341";"Panketal";"Johanniter-Unfall-Hilfe e.V.";"ABR995541626577";"2/3/2021"
"SEE904264172162";"Speicher";"In Betrieb";"11/3/2020";"11/4/2020";"Speicher";"4,5";"4,5";"16225";"Eberswalde";"(natürliche Person)";"ABR913234971247";"11/4/2020"
"SEE996453665098";"Ferienscheune Speicher";"In Betrieb";"11/5/2020";"11/15/2020";"Speicher";"2,25";"2,25";"16356";"Werneuchen";"(natürliche Person)";"ABR931513491217";"5/3/2021"
"SEE909705432850";"Straßberger Speicher";"In Betrieb";"11/6/2020";"11/6/2020";"Speicher";"3";"3";"16356";"Ahrensfelde";"(natürliche Person)";"ABR949487468722";"4/20/2021"
"SEE933398528842";"Am Sportplatz 8";"In Betrieb";"11/9/2020";"11/9/2020";"Erdgas";"0,75";"0,75";"16244";"Schorfheide";"ANger assets GmbH";"ABR929878970812";"11/9/2020"
"SEE911272801854";"PowerWall Neue Halle KES";"In Betrieb";"11/9/2020";"11/10/2020";"Speicher";"4,6";"4,6";"16225";"Eberswalde";"Krechlok Elektrosysteme";"ABR921765011868";"4/25/2021"
"SEE902982529046";"Erler Speicher";"In Betrieb";"11/10/2020";"11/10/2020";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR979834434346";"7/19/2021"
"SEE982601891235";"Eigensinne S A 942";"In Betrieb";"11/10/2020";"11/12/2020";"Speicher";"4,6";"4,6";"16348";"Wandlitz";"(natürliche Person)";"ABR922619944783";"11/12/2020"
"SEE953906046934";"Hausdach";"In Betrieb";"11/10/2020";"11/22/2020";"Speicher";"3";"3";"16341";"Panketal";"(natürliche Person)";"ABR988255600346";"11/25/2021"
"SEE923935750119";"Stromspeicher 10";"In Betrieb";"11/10/2020";"12/29/2020";"Speicher";"5,5";"5,04";"16341";"Panketal";"(natürliche Person)";"ABR983060931418";"5/3/2021"
"SEE956491194592";"Stromspeicher";"In Betrieb";"11/11/2020";"11/12/2020";"Speicher";"5,32";"5,32";"16348";"Wandlitz";"(natürliche Person)";"ABR915815230255";"11/12/2020"
"SEE968579942186";"Hausflur";"In Betrieb";"11/11/2020";"12/9/2020";"Speicher";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR936556698722";"3/9/2021"
"SEE959672399274";"HWR";"In Betrieb";"11/16/2020";"11/16/2020";"Speicher";"2,5";"2,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR955701223664";"11/16/2020"
"SEE952751937657";"Stromspeicher";"In Betrieb";"11/16/2020";"12/7/2020";"Speicher";"1,5";"1,5";"16248";"Liepe";"(natürliche Person)";"ABR907129212218";"4/29/2021"
