stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,timepoint
de:09771:2348:0:A,,"Griesbeckerzell, Lorenzstr. 10","Griesbeckerzell, Lorenzstr. 10",48.444089,11.052467,0,,0
de:09771:2348:0:B,,"Griesbeckerzell, Lorenzstr. 10","Griesbeckerzell, Lorenzstr. 10",48.444119,11.052988,0,,0
de:09771:2348:0:C,,"Griesbeckerzell, Lorenzstr. 10","Griesbeckerzell, Lorenzstr. 10",48.444161,11.05253,0,,0
de:09771:2348:0:D,,"Griesbeckerzell, Lorenzstr. 10","Griesbeckerzell, Lorenzstr. 10",48.444381,11.052853,0,,0
de:09771:2349:0:A,,"Griesbeckerzell, Burgstraße",,48.445394,11.055,0,,0
de:09771:2351:0:A,,Knottenried,,48.449637,11.061235,0,,0
de:09771:2351:0:E,,Knottenried,,48.44972,11.061091,0,,0
de:09771:2359:0:A,,"Oberbernbach, Sportplatz",,48.471255,11.12241,0,,0
de:09771:2359:0:E,,"Oberbernbach, Sportplatz",,48.471344,11.122545,0,,0
de:09771:2360:0:A_G_G,,"Oberbernbach, Ziegeleistraße",,48.467741,11.12524,0,,0
de:09771:2360:0:E_G_G,,"Oberbernbach, Ziegeleistraße",,48.466651,11.124799,0,,0
de:09771:2361:0:e_G,,"Oberbernbach, Ort",,48.471183,11.12744,0,,0
de:09771:2361:0:a_G,,"Oberbernbach, Ort",,48.47107,11.127512,0,,0
de:09771:2364:0:E,,"Walchshofen, Kirche",,48.487011,11.139307,0,,0
de:09771:2375:0:a,,"Sulzbach, Kirche",,48.429189,11.084905,0,,0
de:09771:2375:0:e,,"Sulzbach, Kirche",,48.429261,11.084905,0,,0
de:09771:2376:0:a,,"Sulzbach, Siedlung",,48.425285,11.082498,0,,0
de:09771:2376:0:e,,"Sulzbach, Siedlung",,48.425428,11.082489,0,,0
de:09771:2377:0:a,,"Sulzbach, Verenastraße",,48.431574,11.088534,0,,0
de:09771:2377:0:e,,"Sulzbach, Verenastraße",,48.431526,11.088265,0,,0
de:09771:2380:0:a_G,,"Ecknach, Kirche",,48.443755,11.133333,0,,0
de:09771:2380:0:e_G,,"Ecknach, Kirche",,48.443612,11.13372,0,,0
de:09771:2383:0:e_G,,"Ecknach, Hauptstraße 24/29",,48.446538,11.128833,0,,0
de:09771:2383:0:a_G,,"Ecknach, Hauptstraße 24/29",,48.446854,11.127737,0,,0
de:09771:2401:0:A_G,,"Kühbach, Marktplatz",,48.491197,11.1846,0,,0
de:09771:2404:0:E_G,,"Paar, Postamt",,48.506185,11.168655,0,,0
de:09771:2405:0:E,,"Radersdorf,Abzw. Unterbernbach",,48.511845,11.157983,0,,0
de:09771:2405:0:A,,"Radersdorf,Abzw. Unterbernbach",,48.511916,11.158226,0,,0
de:09771:2406:0:A_G,,Unterbernbach,,48.530153,11.170119,0,,0
de:09771:2406:0:E,,Unterbernbach,,48.530564,11.16976,0,,0
de:09771:2420:0:E_G,,Großhausen,,48.500823,11.151129,0,,0
de:09771:2430:0:A_G,,Haslangkreit,,48.512863,11.17603,0,,0
de:09771:2431:0:A_G,,Stockensau,,48.516808,11.199629,0,,0
de:09771:2431:0:E_G,,Stockensau,,48.516701,11.19944,0,,0
de:09771:2432:0:E_G,,Winden,,48.507739,11.193646,0,,0
de:09771:2451:0:a,,"Inchenhofen, Schule","Inchenhofen, Schule",48.509512,11.117658,0,,0
de:09771:2453:0:A_G,,"Inchenhofen, Abzweigung Schönau",,48.531414,11.109276,0,,0
de:09771:2455:0:a,,"Inchenhofen, Marktplatz","Inchenhofen, Marktplatz",48.511077,11.114846,0,,0
de:09771:2459:0:a,,"Inchenhofen, Marktplatz (Ost)","Inchenhofen, Marktplatz (Ost)",48.511167,11.115655,0,,0
de:09771:2460:0:a,,"Inchenhofen, Marktpl. (Kirche)","Inchenhofen, Marktpl. (Kirche)",48.511089,11.115044,0,,0
de:09174:7332:0:1_G,,"Pfaffenhofen/Alto.,Pfaffenberg",,48.395458,11.206582,0,,0
de:09174:7332:0:2,,"Pfaffenhofen/Alto.,Pfaffenberg",,48.395685,11.206582,0,,0
de:09771:2413:0:A,,"Mangelsdorf, Mangelsdorf Abz",,48.494864,11.213966,0,,0
de:09771:2413:0:E,,"Mangelsdorf, Mangelsdorf Abz",,48.494864,11.213679,0,,0
de:09779:5207:0:1,,"Holzheim, Schule",,48.614408,10.950733,0,,0
de:09779:5208:0:1,,"Münster, Feuerwehrhaus",,48.622514,10.904694,0,,0
de:09779:5209:0:1,,Hemerten,,48.608124,10.903993,0,,0
de:09771:3001:0:A,,"Mühlhausen, Ludwigshof","Mühlhausen, Ludwigshof",48.431562,10.924358,0,,0
de:09771:3001:0:E,,"Mühlhausen, Ludwigshof","Mühlhausen, Ludwigshof",48.4318,10.924277,0,,0
de:09771:3002:0:A,,Mühlhausen,Mühlhausen,48.440204,10.933871,0,,0
de:09771:3002:0:E,,Mühlhausen,Mühlhausen,48.441109,10.935497,0,,0
de:09771:3003:0:A,,Bergen,Bergen,48.439304,10.945837,0,,0
de:09771:3003:0:E,,Bergen,Bergen,48.439381,10.9451,0,,0
de:09771:3005:0:A,,"Aulzhausen, Gasthaus Sonne","Aulzhausen, Gasthaus Sonne",48.444292,10.965268,0,,0
de:09771:3005:0:E,,"Aulzhausen, Gasthaus Sonne","Aulzhausen, Gasthaus Sonne",48.444327,10.965088,0,,0
de:09771:3006:0:A,,"Affing, Süd","Affing, Süd",48.454588,10.980943,0,,0
de:09771:3006:0:E,,"Affing, Süd","Affing, Süd",48.454617,10.980701,0,,0
de:09771:3007:0:A,,"Affing, Kirchplatz","Affing, Kirchplatz",48.4588,10.981752,0,,0
de:09771:3007:0:B,,"Affing, Kirchplatz","Affing, Kirchplatz",48.458275,10.981258,0,,0
de:09771:3007:0:C,,"Affing, Kirchplatz","Affing, Kirchplatz",48.457149,10.982048,0,,0
de:09771:3007:0:D,,"Affing, Kirchplatz","Affing, Kirchplatz",48.457471,10.981886,0,,0
de:09771:3008:0:A_G,,Gebenhofen,,48.460789,10.965941,0,,0
de:09771:3009:0:E_G,,"Anwalting, Ort",,48.457715,10.938992,0,,0
de:09771:3010:0:A,,"Haunswies, Bachwirt","Haunswies, Bachwirt",48.456881,11.005072,0,,0
de:09771:3010:0:E,,"Haunswies, Bachwirt","Haunswies, Bachwirt",48.456709,11.004856,0,,0
de:09771:3011:0:A,,"Haunswies, Haus-Nr. 9","Haunswies, Haus-Nr. 9",48.455404,11.004542,0,,0
de:09771:3011:0:E,,"Haunswies, Haus-Nr. 9","Haunswies, Haus-Nr. 9",48.455732,11.003141,0,,0
de:09771:3012:0:E,,"Haunswies, Lagerhaus","Haunswies, Lagerhaus",48.454695,11.005,0,,0
de:09771:3012:0:A,,"Haunswies, Lagerhaus","Haunswies, Lagerhaus",48.454749,11.004892,0,,0
de:09771:3014:0:A_G,,"Affing, Iglbach",,48.453211,10.978437,0,,0
